"Time","max"
2020-12-16 02:00:00,5.199999809265137
2020-12-15 02:00:00,6.900000095367432
2020-12-14 02:00:00,13.899999618530273
2020-12-13 02:00:00,5.900000095367432
2020-12-12 02:00:00,25.899999618530273
2020-12-11 02:00:00,7.199999809265137
2020-12-10 02:00:00,48.900001525878906
2020-12-09 02:00:00,40.400001525878906
2020-12-08 02:00:00,41.900001525878906
2020-12-07 02:00:00,41.20000076293945
2020-12-06 02:00:00,31.600000381469727
2020-12-05 02:00:00,20.100000381469727
2020-12-04 02:00:00,14.399999618530273
2020-12-03 02:00:00,7.400000095367432
2020-12-02 02:00:00,47.400001525878906
2020-12-01 02:00:00,21.600000381469727
2020-11-30 02:00:00,12.100000381469727
2020-11-29 02:00:00,25.600000381469727
2020-11-28 02:00:00,19.600000381469727
2020-11-27 02:00:00,35.400001525878906
2020-11-26 02:00:00,12.100000381469727
2020-11-25 02:00:00,48.20000076293945
2020-11-24 02:00:00,67.9000015258789
2020-11-23 02:00:00,61.20000076293945
2020-11-22 02:00:00,54.400001525878906
2020-11-21 02:00:00,83.69999694824219
2020-11-20 02:00:00,73.9000015258789
2020-11-19 02:00:00,20.100000381469727
2020-11-18 02:00:00,43.400001525878906
2020-11-17 02:00:00,19.399999618530273
2020-11-16 02:00:00,19.399999618530273
2020-11-15 02:00:00,35.20000076293945
2020-11-14 02:00:00,48.900001525878906
2020-11-13 02:00:00,17.399999618530273
2020-11-12 02:00:00,98.19999694824219
2020-11-11 02:00:00,38.400001525878906
2020-11-10 02:00:00,130.39999389648438
2020-11-09 02:00:00,68.19999694824219
2020-11-08 02:00:00,87.69999694824219
2020-11-07 02:00:00,69.19999694824219
2020-11-06 02:00:00,149.10000610351562
2020-11-05 02:00:00,101.69999694824219
2020-11-04 02:00:00,88.9000015258789
2020-11-03 02:00:00,100.9000015258789
2020-11-02 02:00:00,147.10000610351562
2020-11-01 02:00:00,41.70000076293945
2020-10-31 02:00:00,161.89999389648438
2020-10-30 02:00:00,51.20000076293945
2020-10-29 02:00:00,82.69999694824219
2020-10-28 02:00:00,154.10000610351562
2020-10-27 02:00:00,47.70000076293945
2020-10-26 02:00:00,160.60000610351562
2020-10-25 03:00:00,139.10000610351562
2020-10-24 03:00:00,152.89999389648438
2020-10-23 03:00:00,145.89999389648438
2020-10-22 03:00:00,31.600000381469727
2020-10-21 03:00:00,43.900001525878906
